content,score
"Gimana sih Laz Baru aja di sanjung gratis ongkirnya, sekarang malah pakai lagi ongkos biaya pelayanan Rp.1.000, Sudah ada biaya penangan Rp.20 Malah jadi aneh bikin aturan sepihak aja Gua turunin aja jadi bintang 1, mau belanja ko dibohongi di daftar harga 11ribu, giliran mau beli jadi 24ribu walau sudah pakai gratis ongkir, payah",1
Makin kesini makin mahal ongkirnya belum lagi biaya pelayananlah dan yang lain².. makin males belanja di lazada padahal dah percaya banget sama lazada.. tiktok malah yang banyak kasih voucher belanja ongkir jg murah..,1
"Cukup bagus,belanja pling murah dan aman tapi sayang estimasi pengiriman dr pembelian selalu molor jauh,, selalu berubah ketika check out 3 hr ketika sdh proses jadi molor 1 minggu kacauu,,, klo bisa d perbaiki jangan menipu tentang estimasi pengiriman..",3
Saya kasih bintang 2 dulu soalnya sekarang ga ada voucher gratis ongkir... Percuma ada potongan harga kalau ongkir nya mahal..jadi saya belanja diolshop yang lain...promonya diskon+gratis ongkir.,2
Dulu mah langganan banget diLazada tapi sekarang kayak males soalnya harga yang tertera diproduk sama harga pas di klik kok beda 😒 tolong diperbaiki lagi ya lazada biar nyaman belanja kayak dulu lagi 🙏,2
Dulu mah langganan banget diLazada tapi sekarang kayak males soalnya harga yang tertera diproduk sama harga pas di klik kok beda 😒 tolong diperbaiki lagi ya lazada biar nyaman belanja kayak dulu lagi 🙏,2
"pelayanan di apk lazada sekarang kok agak mengecewakan ya, pertama harga beda saat chek out.... waktu lihat² atau memilih itu harga udah tertera ehh pas waktu dimasukin di keranjang atau pas langsung dichek out eh kok beda jauh banget... gimana udah berkali tapi nggak nyaman banget kalau harus lihat satu² gitu",4
"Kecewa..notifikasi pesanan lambat, kirain blm kepesan ehh tau udah, tp udah pesen berkali-kali jd yg dtng bnyk barang yg sama. Buang2 duit.",1
bagus lajada semakin terpercaya toko 2 nya semakin amanah .Tidak pernah mengecewakan aku ini udah lama menjadi pelanggan lajada .saran saya pengiriman nya jangan terlalu lama .kaya toko onlen lain nya 3 hari udah nyampai pengiriman nya .itu aja kekurangan nya dalam pengiriman terlalu lama . & tolong lazada terutama di toko penjual hp banyak yg kecewa yg pernah beli hp . Se harus nya kalau toko tidak amanah langsung ajah di belokir . Supaya tidak merugikan pelanggan & tidak menyemarkan nama laz,5
"apasih lazada makin kesini harga di beranda beda jauh sama pas mau check out, ada biaya penanganan pula kan makin mahal,apalagi lazkoin nya gak bisa di pakai di semua produk",2
"Lazada skng ga ky dulu lg.Dulumh bisa gratis ongkir skrng mah ngga bisa,padahal vocher gratis ongkirnya ada tapi msh aja ga bisa dapet gratis ongkir.Terus pas ada diskon,harga tetep aja sama karena ongkir nya lebih mahal daripada barangnya. Mohon untuk ditingkatkan lagi ya... Terimakasii",3
sistem pengirimannya mengecewakan. tidak seperti shoopee yang jelas dan detail kecewa banget.,1
Aplikasi aneh. Pas pilih pilih harganya berapa. Pas mau beli jadi berapa. Mana jadi mahal nya ampir 2 kali lipat lagi. Aneh. Mening jangan pake aplikasi aneh ini mening pindah ke aplikasi oren aja . Harga nya kaga berubah2 pas milih harga segitu pas beli harga nya tetep segitu,1
"Nyari sesuai nama barang yg hasil pencarian malah ga ada satu pun yg ada dari suatu kata di kaliamat yg nama barang Minimal maksimal kasih tulisan:"" maaf barang tidak ada"" atau yg lain gitu",1
"Nyari sesuai nama barang yg hasil pencarian malah ga ada satu pun yg ada dari suatu kata di kaliamat yg nama barang Minimal maksimal kasih tulisan:"" maaf barang tidak ada"" atau yg lain gitu",1
"Tolong kepada pihak lazada dengerin baik baik,kenapa saya kasih bintang 1 ? Ya benar sekali jaringan selalu eror,tapi pas buka aplikasi lain lancar lancar aja gak kayak apk ini.terus masalah yang lain yaitu pas belanja notifikasinya sedang di proses penjual sampe 4 hari tuh begitu padahal paket udah sampe ke rumah dan pas menerima paketnya malah notifnya jadi sedang di kirim😤 aneh aja gak jadi gak pas",1
"Saya pengguna aktif lazada,belanja terllu sering.baik cash atau cicilan.tp kali ini bner² kecewa.paylater dinonaktifkan,sudah nunggu 1 bulan mau buat pesanan mlh dinonaktifkan lagi.chat cs jawaban gitu2 doang.bilangnya pihak atom lah apa lah.lihat data transaksi saya, saya gak pernah telat bayar cicilan.bikin males lazada.otw hapus.",1
"Menyenangkan sebelumnya. Tapi sekarang ngga ngerti, mendadak voucher dari pihak lazada ngga dapet, sama sekali ngga muncul voucher gratis ongkir atau bonus dadakan atau lain nya. Minta bantuan CS tapi masih aja ngga berubah",1
"Mohon periksa koneksi jaringan anda dan coba lagi, terus bawahnya ada tulisan report. Itu knpa ya? Buka aplikasi lain lancar. Make wifi kok. Aneh bngt ladaza",1
"Percuma ada aktifasi retur, tiap mau pengembalian barang gak ada kurir yang mau ngambil paketnya!!!kurirnya pada males² buat ngambil paket retur!!",2
Aplikasi asu.. Gw kesel sama lazada salah gw apa sih tiap belanja kena batal mulu. Akun sakit sakitan mulu. Heran gw aplikasi ga guna banget. Udah bener 1hp 1 aplikasi juga tetep aja kena batal. BIKIN EMOSI AJA. MANA KELAKUAN CV02 MULU. GILIRAN SEHAT BISA CO KENA BATAL. HERAN GW.,1
Kenapa sekarang berbeda di tampilan harga nya murah pas cekaot ko harga nya normal kan aku teh jadi kecewa yang tadinya seneng dapat harga murah berubah jadi manyun kembali mohon di perbaiki deh ah biar aku nya kmbali seneng,2
"Menghemat pengeluaran ,mudah dan cepat'tinggal buka pilih mana yg suka insya Allah pas di kantong kita.",5
"Menghemat pengeluaran ,mudah dan cepat'tinggal buka pilih mana yg suka insya Allah pas di kantong kita.",5
Lazada makin tidak jelas tulisan peromonya harganya ga sesuai sama yang awal pas di klik berubah lagi harganya jadi semakin lebih tinggi gimna sih,3
Sekarang gak seperti dulu.harga yg tertera di depan berubah 2x lipat ketika di cekout.tanggapannya gimana min.,1
"enak juga belanja di lazada,,selama ini saya belum pernah kecewa sih, semoga lazada Dan toko""nya selalu Amanah, jangan kecewa kan saya ya..! ..kurirnya juga ramah"" Barang datang tepat waktu, Terimakasih",5
"Lazada tolong di jaga penjualan nya, banyak oknum yang menjual barang tidak masuk akal. Tolong toko-toko yang seperti itu di tinjau kembali. Jangan sampai memakan korban lagi. Trimakasih. Contoh ada 2 toko baru menjual lampu biled projie dengan harga Rp. 170.000 dan biasa nya biled projie paling murah itu sekitar Rp. 300.000 an. Tolong segera di tinjau",5
Aku upgrade penilaianku dr ⭐2 jadi ⭐5 . Terimkasih lazada sudah menerima keluhan saya atas jasa expedisi yg bermasalah seperti J*E. Skrg lazada udah pake LEX ID yg pengirimanya sudah lebih baik dan lumayan cepat.,5
"seller nya nggak di sortir terlebih dahulu,dari pihak lazada..banyak barang KW harga hampir sama kaya ORI,dah gitu di iklan nya harga barang segini,pas di klik belanja ,jadi 2X lipat harga yg tertera.kualitas barang berupa makanan kadang2 yg di kirim ke konsumen sudah tidak enak.ongkirnya kadang2 lebih mahal dari barang nya",1
"Kenapa sekarang harga dan ongkirnya jadi mahal kaya gini, tolong dong minimalkan kembali dan kalo bisa kasih semua produk gratis ongkir, biar gak jadi pindah ke aplikasi lain untuk belanja.",3
"buat tim lazada , tolong di tertibkan harga2 yang tertera pada gambar2 produk yang akan dijual,krn harga postingan dengan harga ""akan dibeli"" selisihnya sangat jauh berbeda. dan yang nm nya GRATIS ONGKIR itu tolong dinyatakan keaslian nya. jangan hanya sekedar lambang saja pada tiap2 produk jdi tolong ya buat tim lazada ,tolong di tertibkan.",1
"tiba tiba keluar sendiri, hp saya ga kentang lancar jaya aja tu bukan aplikasi yang berat berat, giliran buka apk ini malah kluar tiba tiba mulu!! mau cek out gajadi jadi rugi beli voucher berkali kali!!",1
"dulu pakai lazada ongkir mahal voucher juga sedikit sekarang pakai lagi voucher banyak banget setiap beli apapun dapet potongan harga,jadi harganya lebih murah dari harga asli dan juga dapet cashback terus😘😘😘uhuyyyyy lopyuuu Lazadaaaa ❤️❤️❤️🥰😅🤣",5
"Harga di halaman depan dengan pas checkout sangat jauh bedanya, saya kecewa banget, padahal aplikasi ini dari dulu jd andalan saya..",1
"Semalem baru instal lazada terus nyoba pesan pake promo pengguna baru tp malah sama lazada dibatalkan semua. Klo ga niat ngasih promo ya ga usah diadain. Bikin kecewa aja. Baru jg mau nyoba percaya sm lazada malah udah ga konsisten gini lazada. Emang paling bener toko oren kok, klo ngasih promo ya dikirim barangnya.",1
"Kenapa sekarang apk ini mengecewakan banget ,, dulu saya sangat suka belanja di aplikasi ini karna bnyk voucher dn diskon besar besaran ,, tpi knp skrng jadi naik dua kali lipat sama harga yang tertera ??",2
Aku suka banget belanja di lazada... Tapi itu dulu... Sekarang aku kecewa.. di harga sekian pas mau cekout harganya jadi beda... Apa itu nama nya penipuan?,1
"Maaf untuk lazada, saya kasih bintang 1 sangat kecewa sekali,akun saya kenapa tidak bisa pesan barang,selalu di batalkan padahal kemarin2 selalu aman,dan lazada ongkirnya kemahalan..mending saya uninstal.",1
Kenapa sekarang ini pengiriman sangat lama apa lagi kalau pake jasa kirim JNE sangat lama Yang paling cepat pake jasa kirim LED ID sangat cepat paling lambat2nya 3 hari dah sampe,5
"Alhamdilah,setiap barang yg sy pesan lewat lazada..gk pernah kecewa karna untuk setiap pemesanan yg kt pesan lebih baik kita cek dl dr beberapa konsumen yg sudah memesan di aplikasi ini,gmn dngan komentar""konsumen. Jika mereka mereka ok/senang dgn pesanan yg pesan,berarti brang yg di pesan 👍👍👍 Jd tidak mengecewakan kita. Sudah 3 tahun sy brlanganan di lazada,alhamdilah sampai saat ini tidak ada satupun yg mengecewakan",5
setiap pesen barang pasti gak sesuai sama di gambarnya terus kemaren pesen juga gk ngirim apa² buang2 uang aja makanya jarang belanja di lazada enak di tok sebelah belanjanya,1
sy senang belanja dlazadah..cepat dan barangnya bagus2..apa aja ada jdi kita ngak usah nyari barang km na2..cukup dlazada saja..lazada selalu di depan.,5
"Aplikasi toko online yang beda dengan yang lain untungnya banyak, selain Gratis Ongkir, juga ada Voucher Lazadanya, apalagi tambah kalo ada Coinnya, benar2 luar biasa hematnya. Disamping itu dr pihak Toko tanggapan dari setiap pertanyaan calon user juga baik.",5
"mahal bener ongkir nya, ada biaya penangan segala, potongan cicil-cicil bayar sana sini, beli item 10k jadi 25k, kemahalan di ongkir, mending ke shopee, jelas, gak ribet, murah.",1
"mahal bener ongkir nya, ada biaya penangan segala, potongan cicil-cicil bayar sana sini, beli item 10k jadi 25k, kemahalan di ongkir, mending ke shopee, jelas, gak ribet, murah.",1
"kecewa banget deh sm ini aplikasi, padahal baru pertama kali belanja disini malah dikecewain sama kurirnya, sudah nunggu lama malah beralasan ""itu ngga masuk rute saya hari ini"" wkwk, next time dibenerin ya kurirnya😆",1
"Terima kasih kepada Lazada dan Abang kurir yang senantiasa berusaha untuk amanah. Marketplace terpercaya, harga murah akan tetapi tidak pernah murahan. Suka banget berbelanja di Lazada ☺️👍🌺",5
Wihh ini lazada lagi kenapa ya iklan nya seperti teror..lagi asyik main game lazada terus yang masuk iklannya.. benci nya pakai waktu lima detik lagi untuk dilihat baru bisa dikeluarkan..apa lazada nga laku atau apa ya..diblok aja lah😒,1
Wihh ini lazada lagi kenapa ya iklan nya seperti teror..lagi asyik main game lazada terus yang masuk iklannya.. benci nya pakai waktu lima detik lagi untuk dilihat baru bisa dikeluarkan..apa lazada nga laku atau apa ya..diblok aja lah😒,1
"Makin kesini makin gak jelas,harga yg tertera beda saat cek out..berasa seperti ditipu..harus coba cek out untuk tau harga asli..enak yg dulu,vocer gratis ongkir banyak,sering dpet cash back juga,.. sekarang vocer pelit,punya vocee tp gak bisa dipake..😒😒",1
"Bagi saya, untk urusan belanja, Lazada msh tetap nomor 1 dihati saya, dngn lazada jadinya sangat mudah untk mencari barang2 kbutuhan dngn harga yg relatif murah & berkualitas karena adanya potongan diskon yg lumayan jauh dibwh harga grosir pasaran ditempat saya tinggal, sudah lbh dari 100x kali saya belanja dilazada hasilnya alhamdulillah kebanyakan slalu memuaskan, meskipun kdng ada sedikit kekeliruan seller tapi returnnya sngt diperhatikan pihak lazada..pokonya trm ksh bnyk lazada, sukses sll",5
Masak baru pakai sekali lazpaylater nya enggak bisa digunakan lagi.padahal tagihannya masih tanggal 2 November jatuh tempony..udah tu untuk hub pusat bantuan sangatlah ribet...alamat emailpun enggak ada..,3
"Kenapa aq kasih bintang 2 ? Karena kamu terlalu lelet. Masa tgl terima itu seharusnya sesuai mesti mundur 1 hari . Trus ya kalau ada yang co seharusnya cepat² di kemas dan di serahkan kepihak ekspedisi, kamu gak harus nunggu 2×24 jam . Trus kalau udah di hub tujuan cepat²lah di kirim. Jangan bulet gitu . Hargamu masih aman. Karna apa setiap aq co barang di kamu aq sll dapat gratis ongkir dan harganya mereng banget .",2
"Proses pengiriman paling terlambat jatuh kepada LAZADA, dulu uninstall krna lambat bgt pengirimannya skrng coba pake lagi ternyata masih lambat pengirimannya, LAZADA selalu konsisten sama lambatnya pengiriman total barang sampai bisa 4-seminggu baru sampai, beda sama SHOPEE pengirimannya cepat, pesan pagi besoknya barang sampai, SHOPEE the real Pengiriman cepat & Gratis ongkir",1
"Ada yg salah dg lazada, kenapa saya tidak bisa menggunakan COD padahal sdh saya setting tpi ttp aja gk ada perubahan, saya sangat kecewa, tolong diperbaiki Lazada nya",2
"Lazada makin gak masuk akal,harga produk tulisan 8rb sesudah di Cekout jadi 2x lipatnya bahkan 3x lipatnya, padahal udah tertera dapat potongan harga atau harga aslinya emang bener segitu tapi tiba tiba berubah sendiri,makin kesana makin ngabrut",2
"Dulu aplikasi ini sangat membantu saya,tapi sekarang saya kecewa banget,dengan bayaran selalu lancar tapi bukan sebaliknya,limit lazbonnya turun 4.900.000 dari 5.500.000 masa menjadi 600.000,padahal pembayarannya lancar tapi limit malah turun,kalo hp ku sudah lunas,ini aplikasi mau saya uninstal ajalah,kecewa banget😭😭",1
Sekarang lazada harganya berubah saat diklik mau beli . Harga aneh bin ajaib yang tertera dengan harga check out bertambah 2× lipat . Saya jadi berubah pikiran kalau belanja. Tolong pihak lazada dijelaskan mengapa harga bisa naik 2 kali lipat,1
"Aplikasinya nggak jelas aneh, bikin orang males buat belanja. Harga yang di pajang sama yang di checkout beda. Udah gitu masa kalo beli banyak nambah mahal. Aneeehhhhhh",1
"Biar banyak yg bilang kamu kurang oke, tp bagi saya kamu sudah terbaik, dari segi pelayanan oke, retur barang oke, kesalahan pada pengiriman langsung di tindak, oke lah, trimakasihh.",5
"baru belanja di lazada barang nya murah juga selain tik tok, sy biasa beli tik tok, ini nyoba lazada ngak tau sama murahnya juga kaya tik tok",5
Akun saya tiba tiba hilang kenapa ya tolong diperbaiki soalnya saya lagi pesan barang masa nanti ga di klik terima pesanan kasian sellernya,3
Barang yang di pesan banyak mengalami cacat. Saya sudah berkali-kali mendapat mendapat barang yang cacat setelah saya laporkan malah tidak di repons dengan baik. Belum lagi yang harganya mahal. GA LAGI GW BELI DI LAZADA aplikasi gaje,1
"Aplikasi aneh saya pesan pake lazada paylater barang tidak diterima tetapi sudah masuk tagihan saya sudah mengecek resi tidak bisa dilacak,barang berenti di hub tujuan,sudah complain lewat email tidak ada yg ngrespon saya sangat kecewa dengan aplikasi ini buruk sekali pelayananya",1
"Kalo belanja jangan 1 macam saja, cari barang lain yg dibutuhkan dalam 1 toko asal kemasannya tidak ukuran kilo maka biaya kirim cuma satu x.",5
"Lazada aplikasi tukang tipu di beranda tertulis harga sekian pas di buka ternyata harga lebih tinggi dari yg di tuliskan, Selain itu jarang ada vocher atau promo"" yg menarik seperti apk sebelah Kalaupun ada vocher, itupun harus nonton video dulu, atau kalo engga vocher 10k minimal belanja 100k. Gila emang si lazada ini Otw uninstall sih bay",1
"Saya beri bintang 5 karena keamanan bertransaksinya,namun untuk paylaternya sayang tdk bisa di pakai bertransaksi tuk produk digitalnya contoh beli pulsa dan token,padahal di jaman era digital pulsa dan token listrik sdh menjadi kebutuhan sekunder setelah primer,jika ingin besar maka perhatikan apa yg di butuhkan pengguna selain pangan,sandang dan papan....Semoga apa yg saya tulis bisa buat masukan para team yg berpengalaman di bidangnya#sukses",5
"1. Dengan sistem bundle , jadi ga bisa cari harga termurah 2. Di display awal harga yg tercantum sangat menjebak, karena ternyata bukan harga barang nya, 3. Sudah tidak ada ""sort berdasarkan"" 4. Lokasi penjual tidak selalu tercantum. 5. Saya tidak bisa sambil aktifkan player musik saya kalau buka lazada.",3
"Kenapa lazada skrg ky gini gk ada voucer gratis ongkir nya setau saya aplikasi yg dipakai makin sering dipakai makin banyak voucernya ini malah sebaliknya sy pengguna lama apa"" selalu lewat lazada skrg gk banget kecewa gk asik lagi jdi males cek out cek outnya....padahal lazada andalan sy lo...klo gk punya kreditan di sini udh sy apus kali untung sedikit lagi klo udh lunas malas pake apk ini klo gk ada gratis ongkir nya gk seru gk semangat....",3
"Apa fungsi nya bintang/ulasan untuk kurir sih? Udah d kasih rating jelek berkali"", tetap aja kurir suka taro barang d luar lalu pergi, gak chat/tlp.. barang pada ilang woiii... please lah di tegur kurir yang gak profesional. ngejar waktu sampe bikin barang orang ilang... Aku 8th lebih setia sama lazada, Tolong jangan bikin Kecewa terus🤦‍♀🤦‍♀🤦‍♀",1
"Dulu secinta itu sama lazada, and sering banget belanja di lazada,karna banyak pocer diskon nya, tapi sekarang sesebel itu sama lazada🙄 karna mau klaim vocer aja susah banget harus verifikasi akun dulu pake KTP, dulu gak pake kek gituan sekarang seribet itukah, mohon dong kembalikan lazada kek dulu lagi gituhh biar orang-orang pada betah belanja di lazada and gak dari ikomers lain gitu.",1
"Barang lebih lengkap di shoope dr pada aplikasi ini, ini masukan agar lebih ditingkatkan soalnya saya suka belanja di Lazada tapi kadang gak jadi, ya karena itu tadi.",5
"Barang lebih lengkap di shoope dr pada aplikasi ini, ini masukan agar lebih ditingkatkan soalnya saya suka belanja di Lazada tapi kadang gak jadi, ya karena itu tadi.",5
"Saya kasih b4 aplikasinya sangat bagus, tapi tolong di perbaiki sedikit, agar saat klaim voucher tidak ada gangguan Soalnya pas saya klaim langsung ada tulisan v99",4
makin ga jelas.. ongkir mahal.. biaya penanganan bertambah terus.. status pemesanan selama 3 hari ga berubah sedang di kemas..chat tokonya cuma di baca aj... buruk...,1
"Saya pelanggan Lazada, hampir semua pembelian online saya pakai Lazada, tapi kenapa makin ke sini makin gak jelas, saya pesan barang tapi gak sampai ke tangan saya, ada pembatalan pengiriman tapi di laporan nya udah ke terima beserta foto nya, status nya pakai pengiriman jasa LEX ID, kalau memang gak amanah lagi, mending saya pindah ke toko online lain, mohon di tindak lanjuti",1
"Saya pelanggan Lazada, hampir semua pembelian online saya pakai Lazada, tapi kenapa makin ke sini makin gak jelas, saya pesan barang tapi gak sampai ke tangan saya, ada pembatalan pengiriman tapi di laporan nya udah ke terima beserta foto nya, status nya pakai pengiriman jasa LEX ID, kalau memang gak amanah lagi, mending saya pindah ke toko online lain, mohon di tindak lanjuti",1
"Barang yang dijual kebanyakan barang yg tidak berkualitas Alias kW. Pengiriman lambat sekali pesan dari tanggal 24 September nyampe baru 1 Oktober. Untuk pengiriman tidak bisa pilih metode pengiriman yg lain seperti jnt atau jne. Ongkos kirim terlalu mahal. Harga barang berubah menjadi mahal ketika sudah checkout, packing buruk. Penjual tidak menjual barang sesuai gambar. Tidak rekomendasi bagi pembeli yg membutuhkan barang bagus.",1
"Kapok gua beli di lazada, masa iya pengiriman barang gagal karena gua ga ada.. jelas2 gua nungguin, tolol nya kurir nya pun ga ada chat wa atau nlpn.. malah ngasih laporan foto buram jam 11 malam.. 2 barang gua gagal pengiriman padahal alamat sesuai dan no tlpn sesuai.. najis gua belanja lago disini, kurir nya tolol",1
"Duh belanja disni bnyak bgt biaya penanganan dan biaya pelayanan pula 😌 malah jatohnya lebih mahal 🥲 trus sering ketipu din katalog 5000 logo murah pol pas di cek out harga normal 8000 blm lagi biaya embel2 ayo dong lazada jgn lah bgtu, dan akhir2 ini knp akun saya sering ke logout? Apa dari lazada nyanyi eror atau keamanan akun lazada nya yg ga aman sampe2 1hari 5 kali logout",2
saya nggak akan memberi ulasan apapun karena semua kawan² yang sudah belanja di lasada sudah merasakan sediri layanan yang sangat memuaskan,5
Min knpa lazpaylater aku gk bisa di gunakan. Padahal gak ada tunggakan dan limit utuh full .. anehh udah 2 bulan gak bisa bisa..,5
"Dari dulu jd pelanggan setia lazada cz bnyak gratis ongkirnya. Tp skrg malah ilang, harga tertera juga beda ma harga asli pas mau co.. kecewa bgt",1
Kami senang belanja di LAZADA...murah dan gratis ongkir..masalahnya...tulisannya terlalu kecil..apakah tidak bisa diperbesar seperti online sebelah..biar jelas bacanya tanpa kacamata,5
cukup membantu.. TAPI LIMIT LAZPAYLATER kurang BESAR dan LAMBAT naik!! padahal sering transaksi dan TIDAK PERNAH TELAT.. 😏 lebih HIJAU RUMPUT TETANGGA,5
cukup membantu.. TAPI LIMIT LAZPAYLATER kurang BESAR dan LAMBAT naik!! padahal sering transaksi dan TIDAK PERNAH TELAT.. 😏 lebih HIJAU RUMPUT TETANGGA,5
"puas banget, cuman ongkir nya kalo bisa di kurangin buat yg pelanggan sering belanja di lazada ya kak",5
"puas banget, cuman ongkir nya kalo bisa di kurangin buat yg pelanggan sering belanja di lazada ya kak",5
"Gratis ongkir hilang, ongkir juga jadi agak mahal jangan kecewa kalo sepi karna beralih ke platform sebelah",1
"Dulu sering belanja pake lazada sekarang jelek gak kayak dulu, ganti alamat dipersulit pas disimpan, barang sama yg dipesen beda .. mohon ditingkatkan aplikasinya supaya mudah seperti dulu. Makasih....",3
saya sangat suka belanja dilazada .barangnya bagus selain itu ongkirnya murah.nggak seperti aplikasi lain,5
saya sangat suka belanja dilazada .barangnya bagus selain itu ongkirnya murah.nggak seperti aplikasi lain,5
Bagai mana mau kasih ranting 5 atau lebih.. Aplikasi lazada sering eror nya.. Dan saya juga sering sekali susah menguna kan paylater padahal limit saldo masih ada.. Saya juga selalu bayar jauh dari tempo... Tolong dong kerja sama nya.. Karna jujur ada paylater sangat membantu dalam keadaan darurat.. 🙏,2
Kecewa sama lazada. Padahal mah aku belanja selalu di lazada. Sekarang ongkir mahal ga ada gratis ongkir lagi. COD ada biaya tambahan,3
"makin kesini makin buruk banget untuk masalh pengiriman barang nya . masak paketku dari tgl 27 seb 2023 sampai hari ini belum juga di kirim ,masih aja setay di fasilitas logistik demak . entah besok dikirim atau gk . .. jujur kecewa banget . apalagi yang saya pesan itu makanan jadi takutnya udah busuk di pengiriman . entah kerjanya kurirnya gimana itu ,heran . komplen di lazada chat nya juga percuma lagi .minta no kurir atau alamat fasilitas logistik demak nya juga gk di kasih. kecawa banget gw",1
"terima kasih lazada sy selalu beli barang di lazada cuma kemarin aja yg aga kecewa tapi sy ttp selalu berbelanja di sini semoga kedepanya selalu amanah, sekali lagi pokoknya mantap dah buat lazada",5
"Sayang sekali lazada permasalahanya pada exspedisi tidak bisa pilih,apalagi ekspedisi j&t dikota saya j&t yang paling jelek kurirnya,tolong kalau bisa pihak lazada memberi konsumen pilihan ekspedisi. Salam dari Kaltara.",1
"Dari th 2020 tiap hari hampir belaja dilazada,tapi kenapa sekarang voucher promo2, voucher gratis ongkir saya hilang tidak ada... Sedih sekali,mana sekarang banyak biaya2 jadi jadi mahal. Jadi kecewa.",2
"Ini gimanasih saya mau login gabisa malah harus verifikasi keamanan di hp sebelumnya,padahal hp sebelumnya udah dijual dan di reset dan no hpnya jelas saya yg pegang",1
Kakkkkkk kenapa sekarang mahal... contoh beli sekarang 13rb tp saat di cek out kenapa harga normal..itu udah di klik voucher Lo...skrg ada biaya layanan biaya penanganan... Lazada semakin mahal..pdhl dulu q suka bnget blnja di Lazada...semoga ada perbaikan Lagi ya...,3
lumayan baik aplikasinya bagus memudahkan kita dalam berbelanja agar tidak perlu keluar rumah cuman tolong panjangkan durasi pembatalan jangan hanya 1 jam saja mungkin 2 jam juga boleh TKS.,4
"Kecewa LAZADA sekarang bikin kesel,harga tertera berubah jd mahal ketika di chack aut,kenapa bs bgitu tolong di perbaiki,ak ingin ttp brlanggann di LAZADA tp klo bgitu jd nya mls kn,tolong ak pngen LAZADA yg dulu😭",1
Lazada memang cocok untuk blanja.. dan saat ingin membatalkan pesanan sangat mudah dan banyak sekali diskon dan gratis ongkir... pokok nya lazada mantap,5
"Kenapa walau ada tanda super (diskon) di judul barang tetep aja pas di checkout harganya malah jadi harga normal, tolong diperbaiki secepatnya karena sangat mengecewakan, padahal uda seneng dapet diskon malah pas di checkout jadi lebih mahal / 2× lipat dari harga diskon",1
"Aplikasinya bagus tapi sekarang kalo brlanja ada biaya tambahan gtau knp dan juga sekarang jarang ada vocher, selain itu juga banyak penjual yang nipu dan merugikan pelanggan",3
"Tdk mengerti dgn lazada,harga barang yg tercantum contoh 10k,pas masuk keranjang jadi 28k,terus ongkir nya itu lbh mahal dari barang yg kita beli,1 barang 1x ongkir,2 barang 2x ongkir,biasanya klo d shopee 1 barang atau 2 barang klo kapasitas 1kg ongkir begitu"" aja,ini beda bgtz..",2
"Gak kaya tahun 2021 & 2022..2023 udah jarang belanja sejak awal tahun...biasa dapat bonus separo harga tiap mingguan & bulanan ketika genap tanggal & bulan..sekarang sampe bulan 10 gak pernah dapat bonus..payah...padahal kurir udah apal bangat mpe tiap hari paketan datang semasa bonus/separo harga selalu dapat di mingguan, mending kalo 1 item doang..banyak terus sekali pesan...Tolong dibaca. Kalo udah dibaca. Mikir. & evaluasi..",1
masih menyulitkn tuk pguna baru saat mlakukn pilihan pmbyarn sinyal mati tidak tersave otomatis menyulitkn pengguna malah tryta produk tdk bs dbtalkn padhal tdk ad pnjlasan di detil produknya tdk bs dbtalkn mau di rubah pilihan pembayaran tdk bs jg..jd males blnja trsa mnyulitkn....yg sebelumnya sdh dibatalkan dan disetujui tiba2 ditolak tdk pernh pilih cod jd cod giliran mau ganti jadi transfer kirimnya satu2 barang padahal satu toko knp tdk dijumlahkan jd satu sj..merepotkn dan merugikn pembel,1
"Voucher hijau freeongkir jadi gak ada di semua toko, pas di chatt cs nya katanya lagi ada pembaruan blablabla... udah 2mingguan lebih, belanja ratusan ribu pun gak ada gratis ongkir, sedangkan di akun teman2 yang lain ada",1
"Harga promo beda dengan harga saat cek out, tolong diperbaiki sistemnya biar pelanggan ga kecewa",1
"tolong..untuk bagian logistiknya ( kurir ) harus lebih profesional, alamat sudah lengkap & jelas nomor kontak selalu aktif tp barang selalu tidak sampai / dibatalkan pengirimannya dgn alasan alamat salah / tidak sesuai. pihak Lazada seharusnya jgn menerima mentah mentah alasan kurir membatalkan pengriman,",1
Kecewa sama aplikasi nya. Dulu pertama bikin gk mau muncul cashback nya tiap habis belanja. Sampe setengh tahun baru bisa dpt cb setelah belanja. Terus koin gk bs dituker. Dan belanjaan gk mau motong koin. Sekarang sudah 2minggu gk ada voucer freongkir nya 1pun. Chat lazcare suruh cek cek. Sampe kesel uninstal cek tetep gk muncul.. Nanti kalo akun ku uda MAU MUNCUL VOUCER FREONGKIR nya ku tambahin bintng nya😶,1
"Narik saldo di lazada lama bgt anjir, uangnya gak jadi buat belanja buat dana urgent, malah beberapa hari belum di tf ke rekening , beda dgn toko sebelah, gak lagi pake apk ini",1
"saya suka aplikasinya walaupun di daerah saya sinyalnya agak kurang lancar, aplikasi ini terasa stabil, cepat , lancar... untuk Lazada buat e-wallet nya donk...",5
"Awalnya seneng belanja disini ongkirnya murah,tapi kelamaan kok ongkirnya sekarang mahal sih, naik naik terus,terus sekarang ada biaya lainnya juga. Tolong dong balik lagi murah kayak dulu.",5
